datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,date,hour,day,flag
01-01-11 0:00,1,0,0,1,9.84,14.395,81,0,3,13,16,2011,1,1,0,Saturday,1
01-01-11 1:00,1,0,0,1,9.02,13.635,80,0,8,32,40,2011,1,1,1,Saturday,1
01-01-11 2:00,1,0,0,1,9.02,13.635,80,0,5,27,32,2011,1,1,2,Saturday,1
01-01-11 3:00,1,0,0,1,9.84,14.395,75,0,3,10,13,2011,1,1,3,Saturday,1
01-01-11 4:00,1,0,0,1,9.84,14.395,75,0,0,1,1,2011,1,1,4,Saturday,1
01-01-11 5:00,1,0,0,2,9.84,12.88,75,6.0032,0,1,1,2011,1,1,5,Saturday,1
01-01-11 6:00,1,0,0,1,9.02,13.635,80,0,2,0,2,2011,1,1,6,Saturday,1
01-01-11 7:00,1,0,0,1,8.2,12.88,86,0,1,2,3,2011,1,1,7,Saturday,1
01-01-11 8:00,1,0,0,1,9.84,14.395,75,0,1,7,8,2011,1,1,8,Saturday,1
01-01-11 9:00,1,0,0,1,13.12,17.425,76,0,8,6,14,2011,1,1,9,Saturday,1
01-01-11 10:00,1,0,0,1,15.58,19.695,76,16.9979,12,24,36,2011,1,1,10,Saturday,1
01-01-11 11:00,1,0,0,1,14.76,16.665,81,19.0012,26,30,56,2011,1,1,11,Saturday,1
01-01-11 12:00,1,0,0,1,17.22,21.21,77,19.0012,29,55,84,2011,1,1,12,Saturday,1
01-01-11 13:00,1,0,0,2,18.86,22.725,72,19.9995,47,47,94,2011,1,1,13,Saturday,1
01-01-11 14:00,1,0,0,2,18.86,22.725,72,19.0012,35,71,106,2011,1,1,14,Saturday,1
01-01-11 15:00,1,0,0,2,18.04,21.97,77,19.9995,40,70,110,2011,1,1,15,Saturday,1
01-01-11 16:00,1,0,0,2,17.22,21.21,82,19.9995,41,52,93,2011,1,1,16,Saturday,1
01-01-11 17:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67,2011,1,1,17,Saturday,1
01-01-11 18:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35,2011,1,1,18,Saturday,1
01-01-11 19:00,1,0,0,3,17.22,21.21,88,16.9979,6,31,37,2011,1,1,19,Saturday,1
01-01-11 20:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36,2011,1,1,20,Saturday,1
01-01-11 21:00,1,0,0,2,16.4,20.455,87,12.998,3,31,34,2011,1,1,21,Saturday,1
01-01-11 22:00,1,0,0,2,16.4,20.455,94,15.0013,11,17,28,2011,1,1,22,Saturday,1
01-01-11 23:00,1,0,0,2,18.86,22.725,88,19.9995,15,24,39,2011,1,1,23,Saturday,-23
01-02-11 0:00,1,0,0,2,18.86,22.725,88,19.9995,4,13,17,2011,1,2,0,Sunday,1
01-02-11 1:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17,2011,1,2,1,Sunday,1
01-02-11 2:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,2011,1,2,2,Sunday,1
01-02-11 3:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6,2011,1,2,3,Sunday,1
01-02-11 4:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3,2011,1,2,4,Sunday,1
01-02-11 5:00,1,0,0,2,18.04,21.9675,85.5,16.49875,,,1,2011,1,2,5,Sunday,1
01-02-11 6:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2,2011,1,2,6,Sunday,1
01-02-11 7:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1,2011,1,2,7,Sunday,1
01-02-11 8:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8,2011,1,2,8,Sunday,1
01-02-11 9:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20,2011,1,2,9,Sunday,1
01-02-11 10:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53,2011,1,2,10,Sunday,1
01-02-11 11:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70,2011,1,2,11,Sunday,1
01-02-11 12:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93,2011,1,2,12,Sunday,1
01-02-11 13:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75,2011,1,2,13,Sunday,1
01-02-11 14:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59,2011,1,2,14,Sunday,1
01-02-11 15:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74,2011,1,2,15,Sunday,1
01-02-11 16:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76,2011,1,2,16,Sunday,1
01-02-11 17:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,2011,1,2,17,Sunday,1
01-02-11 18:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,2011,1,2,18,Sunday,1
01-02-11 19:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,2011,1,2,19,Sunday,1
01-02-11 20:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22,2011,1,2,20,Sunday,1
01-02-11 21:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31,2011,1,2,21,Sunday,1
01-02-11 22:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9,2011,1,2,22,Sunday,1
01-02-11 23:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8,2011,1,2,23,Sunday,-23
01-03-11 0:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,2011,1,3,0,Monday,1
01-03-11 1:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,2011,1,3,1,Monday,1
01-03-11 2:00,1,0,1,1,7.38,7.57,45.5,27.001,,,2,2011,1,3,2,Monday,1
01-03-11 3:00,1,0,1,1,7.38,7.57,45.5,27.001,,,2,2011,1,3,3,Monday,1
01-03-11 4:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,2011,1,3,4,Monday,1
01-03-11 5:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,2011,1,3,5,Monday,1
01-03-11 6:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,2011,1,3,6,Monday,1
01-03-11 7:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,2011,1,3,7,Monday,1
01-03-11 8:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,2011,1,3,8,Monday,1
01-03-11 9:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,2011,1,3,9,Monday,1
01-03-11 10:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,2011,1,3,10,Monday,1
01-03-11 11:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,2011,1,3,11,Monday,1
01-03-11 12:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,2011,1,3,12,Monday,1
01-03-11 13:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,2011,1,3,13,Monday,1
01-03-11 14:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,2011,1,3,14,Monday,1
01-03-11 15:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,2011,1,3,15,Monday,1
01-03-11 16:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,2011,1,3,16,Monday,1
01-03-11 17:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,2011,1,3,17,Monday,1
01-03-11 18:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,2011,1,3,18,Monday,1
01-03-11 19:00,1,0,1,1,8.2,12.88,47,0,8,102,110,2011,1,3,19,Monday,1
01-03-11 20:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,2011,1,3,20,Monday,1
01-03-11 21:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,2011,1,3,21,Monday,1
01-03-11 22:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,2011,1,3,22,Monday,1
01-03-11 23:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,2011,1,3,23,Monday,-23
01-04-11 0:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,2011,1,4,0,Tuesday,1
01-04-11 1:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,2011,1,4,1,Tuesday,1
01-04-11 2:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,2011,1,4,2,Tuesday,1
01-04-11 3:00,1,0,1,1,5.74,8.3325,63,7.50065,,,6,2011,1,4,3,Tuesday,1
01-04-11 4:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,2011,1,4,4,Tuesday,1
01-04-11 5:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,2011,1,4,5,Tuesday,1
01-04-11 6:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,2011,1,4,6,Tuesday,1
01-04-11 7:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,2011,1,4,7,Tuesday,1
01-04-11 8:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,2011,1,4,8,Tuesday,1
01-04-11 9:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,2011,1,4,9,Tuesday,1
01-04-11 10:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,2011,1,4,10,Tuesday,1
01-04-11 11:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,2011,1,4,11,Tuesday,1
01-04-11 12:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,2011,1,4,12,Tuesday,1
01-04-11 13:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,2011,1,4,13,Tuesday,1
01-04-11 14:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,2011,1,4,14,Tuesday,1
01-04-11 15:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,2011,1,4,15,Tuesday,1
01-04-11 16:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,2011,1,4,16,Tuesday,1
01-04-11 17:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,2011,1,4,17,Tuesday,1
01-04-11 18:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,2011,1,4,18,Tuesday,1
01-04-11 19:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,2011,1,4,19,Tuesday,1
01-04-11 20:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,2011,1,4,20,Tuesday,1
01-04-11 21:00,1,0,1,1,9.02,13.635,64,0,0,48,48,2011,1,4,21,Tuesday,1
01-04-11 22:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,2011,1,4,22,Tuesday,1
01-04-11 23:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,2011,1,4,23,Tuesday,-23
01-05-11 0:00,1,0,1,1,8.2,12.88,64,0,0,6,6,2011,1,5,0,Wednesday,1
01-05-11 1:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,2011,1,5,1,Wednesday,1
01-05-11 2:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,2011,1,5,2,Wednesday,1
01-05-11 3:00,1,0,1,1,8.2,10.6075,61,10.50225,,,6,2011,1,5,3,Wednesday,1
01-05-11 4:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,2011,1,5,4,Wednesday,1
01-05-11 5:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,2011,1,5,5,Wednesday,1
01-05-11 6:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,2011,1,5,6,Wednesday,1
01-05-11 7:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,2011,1,5,7,Wednesday,1
01-05-11 8:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,2011,1,5,8,Wednesday,1
01-05-11 9:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,2011,1,5,9,Wednesday,1
01-05-11 10:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,2011,1,5,10,Wednesday,1
01-05-11 11:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,2011,1,5,11,Wednesday,1
01-05-11 12:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,2011,1,5,12,Wednesday,1
01-05-11 13:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,2011,1,5,13,Wednesday,1
01-05-11 14:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,2011,1,5,14,Wednesday,1
01-05-11 15:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,2011,1,5,15,Wednesday,1
01-05-11 16:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,2011,1,5,16,Wednesday,1
01-05-11 17:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,2011,1,5,17,Wednesday,1
01-05-11 18:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,2011,1,5,18,Wednesday,1
01-05-11 19:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011,1,5,19,Wednesday,1
01-05-11 20:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,2011,1,5,20,Wednesday,1
01-05-11 21:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,2011,1,5,21,Wednesday,1
01-05-11 22:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,2011,1,5,22,Wednesday,1
01-05-11 23:00,1,0,1,1,8.2,12.88,47,0,1,18,19,2011,1,5,23,Wednesday,-23
01-06-11 0:00,1,0,1,1,7.38,12.12,55,0,0,11,11,2011,1,6,0,Thursday,1
01-06-11 1:00,1,0,1,1,6.56,11.365,64,0,0,4,4,2011,1,6,1,Thursday,1
01-06-11 2:00,1,0,1,1,6.56,11.365,64,0,0,2,2,2011,1,6,2,Thursday,1
01-06-11 3:00,1,0,1,1,6.56,10.6075,64,3.0016,,,6,2011,1,6,3,Thursday,1
01-06-11 4:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011,1,6,4,Thursday,1
01-06-11 5:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,2011,1,6,5,Thursday,1
01-06-11 6:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,2011,1,6,6,Thursday,1
01-06-11 7:00,1,0,1,2,6.56,11.365,59,0,0,95,95,2011,1,6,7,Thursday,1
01-06-11 8:00,1,0,1,1,6.56,11.365,59,0,3,216,219,2011,1,6,8,Thursday,1
01-06-11 9:00,1,0,1,2,7.38,12.12,51,0,6,116,122,2011,1,6,9,Thursday,1
01-06-11 10:00,1,0,1,1,8.2,12.88,47,0,3,42,45,2011,1,6,10,Thursday,1
01-06-11 11:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,2011,1,6,11,Thursday,1
01-06-11 12:00,1,0,1,1,10.66,14.395,35,0,6,78,84,2011,1,6,12,Thursday,1
01-06-11 13:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011,1,6,13,Thursday,1
01-06-11 14:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,2011,1,6,14,Thursday,1
01-06-11 15:00,1,0,1,1,11.48,13.635,36,0,8,54,62,2011,1,6,15,Thursday,1
01-06-11 16:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,2011,1,6,16,Thursday,1
01-06-11 17:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,2011,1,6,17,Thursday,1
01-06-11 18:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,2011,1,6,18,Thursday,1
01-06-11 19:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,2011,1,6,19,Thursday,1
01-06-11 20:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,2011,1,6,20,Thursday,1
01-06-11 21:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,2011,1,6,21,Thursday,1
01-06-11 22:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,2011,1,6,22,Thursday,1
01-06-11 23:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,2011,1,6,23,Thursday,-23
01-07-11 0:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,2011,1,7,0,Friday,1
01-07-11 1:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011,1,7,1,Friday,1
01-07-11 2:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,2011,1,7,2,Friday,1
01-07-11 3:00,1,0,1,2,8.2,10.2275,69,11.9997,,,6,2011,1,7,3,Friday,1
01-07-11 4:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,2011,1,7,4,Friday,1
01-07-11 5:00,1,0,1,3,9.02,13.635,55,0,0,5,5,2011,1,7,5,Friday,1
01-07-11 6:00,1,0,1,2,8.2,12.88,69,0,8,26,34,2011,1,7,6,Friday,1
01-07-11 7:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,2011,1,7,7,Friday,1
01-07-11 8:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,2011,1,7,8,Friday,1
01-07-11 9:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,2011,1,7,9,Friday,1
01-07-11 10:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,2011,1,7,10,Friday,1
01-07-11 11:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,2011,1,7,11,Friday,1
01-07-11 12:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,2011,1,7,12,Friday,1
01-07-11 13:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,2011,1,7,13,Friday,1
01-07-11 14:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,2011,1,7,14,Friday,1
01-07-11 15:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,2011,1,7,15,Friday,1
01-07-11 16:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,2011,1,7,16,Friday,1
01-07-11 17:00,1,0,1,2,8.2,12.88,37,0,9,178,187,2011,1,7,17,Friday,1
01-07-11 18:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,2011,1,7,18,Friday,1
01-07-11 19:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,2011,1,7,19,Friday,1
01-07-11 20:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,2011,1,7,20,Friday,1
01-07-11 21:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,2011,1,7,21,Friday,1
01-07-11 22:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,2011,1,7,22,Friday,1
01-07-11 23:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,2011,1,7,23,Friday,-23
01-08-11 0:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,2011,1,8,0,Saturday,1
01-08-11 1:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,2011,1,8,1,Saturday,1
01-08-11 2:00,1,0,0,2,7.38,12.12,55,0,3,13,16,2011,1,8,2,Saturday,1
01-08-11 3:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,2011,1,8,3,Saturday,1
01-08-11 4:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,2011,1,8,4,Saturday,1
01-08-11 5:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,2011,1,8,5,Saturday,1
01-08-11 6:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,2011,1,8,6,Saturday,1
01-08-11 7:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,2011,1,8,7,Saturday,1
01-08-11 8:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,2011,1,8,8,Saturday,1
01-08-11 9:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,2011,1,8,9,Saturday,1
01-08-11 10:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,2011,1,8,10,Saturday,1
01-08-11 11:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,2011,1,8,11,Saturday,1
01-08-11 12:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,2011,1,8,12,Saturday,1
01-08-11 13:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,2011,1,8,13,Saturday,1
01-08-11 14:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,2011,1,8,14,Saturday,1
01-08-11 15:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,2011,1,8,15,Saturday,1
01-08-11 16:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,2011,1,8,16,Saturday,1
01-08-11 17:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,2011,1,8,17,Saturday,1
01-08-11 18:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,2011,1,8,18,Saturday,1
01-08-11 19:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,2011,1,8,19,Saturday,1
01-08-11 20:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,2011,1,8,20,Saturday,1
01-08-11 21:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,2011,1,8,21,Saturday,1
01-08-11 22:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,2011,1,8,22,Saturday,1
01-08-11 23:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,2011,1,8,23,Saturday,-23
01-09-11 0:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,2011,1,9,0,Sunday,1
01-09-11 1:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,2011,1,9,1,Sunday,1
01-09-11 2:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,2011,1,9,2,Sunday,1
01-09-11 3:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,2011,1,9,3,Sunday,1
01-09-11 4:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,2011,1,9,4,Sunday,1
01-09-11 5:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,2011,1,9,5,Sunday,1
01-09-11 6:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,2011,1,9,6,Sunday,1
01-09-11 7:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,2011,1,9,7,Sunday,1
01-09-11 8:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,2011,1,9,8,Sunday,1
01-09-11 9:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,2011,1,9,9,Sunday,1
01-09-11 10:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,2011,1,9,10,Sunday,1
01-09-11 11:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,2011,1,9,11,Sunday,1
01-09-11 12:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,2011,1,9,12,Sunday,1
01-09-11 13:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,2011,1,9,13,Sunday,1
01-09-11 14:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,2011,1,9,14,Sunday,1
01-09-11 15:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,2011,1,9,15,Sunday,1
01-09-11 16:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,2011,1,9,16,Sunday,1
01-09-11 17:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,2011,1,9,17,Sunday,1
01-09-11 18:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,2011,1,9,18,Sunday,1
01-09-11 19:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,2011,1,9,19,Sunday,1
01-09-11 20:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,2011,1,9,20,Sunday,1
01-09-11 21:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,2011,1,9,21,Sunday,1
01-09-11 22:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,2011,1,9,22,Sunday,1
01-09-11 23:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,2011,1,9,23,Sunday,-23
01-10-11 0:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,2011,1,10,0,Monday,1
01-10-11 1:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,2011,1,10,1,Monday,1
01-10-11 2:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,2011,1,10,2,Monday,1
01-10-11 3:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,2011,1,10,3,Monday,1
01-10-11 4:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,2011,1,10,4,Monday,1
01-10-11 5:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,2011,1,10,5,Monday,1
01-10-11 6:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,2011,1,10,6,Monday,1
01-10-11 7:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,2011,1,10,7,Monday,1
01-10-11 8:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,2011,1,10,8,Monday,1
01-10-11 9:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,2011,1,10,9,Monday,1
01-10-11 10:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,2011,1,10,10,Monday,1
01-10-11 11:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30,2011,1,10,11,Monday,1
